prompt,response
"['1 pint fresh strawberries ', '1/3 cup white sugar ', '1 teaspoon vanilla ', '']","Wash strawberries and remove stems; cut large berries in half or roughly chop them.
Combine strawberries, sugar, and vanilla in a saucepan. Cook over medium-high heat, stirring occasionally. The mixture will sizzle for a while, but then juice will begin to form. Continue stirring; mash a few strawberries with a wooden spoon or heat-proof spatula to help produce the syrup. Cook until sauce thickens, about 15 minutes.
Remove from heat. In a blender, puree about 1/3 of the sauce, then mix back into remaining topping. Store in refrigerator.
"
"['2 cups frozen peas and carrots ', '2 cups frozen green beans ', '1 cup sliced celery ', '2/3 cup butter ', '2/3 cup chopped onion ', '2/3 cup all-purpose flour ', '1 teaspoon salt ', '1 teaspoon ground black pepper ', '1/2 teaspoon celery seed ', '1/2 teaspoon onion powder ', '1/2 teaspoon Italian seasoning ', '1 3/4 cups chicken broth ', '1 1/3 cups milk ', '4 cups cubed cooked turkey meat - light and dark meat mixed ', '4 (9 inch) unbaked pie crusts ', '']","Preheat an oven to 425 degrees F (220 degrees ).
Place the peas and carrots, green beans, and celery into a saucepan; cover with water, bring to a boil, and simmer over medium-low heat until the celery is tender, about 8 minutes. Drain the vegetables in a colander set in the sink, and set aside.
Melt the butter in a saucepan over medium heat, and cook the onion until translucent, about 5 minutes. Stir in 2/3 cup of flour, salt, black pepper, celery seed, onion powder, and Italian seasoning; slowly whisk in the chicken broth and milk until the mixture comes to a simmer and thickens. Remove from heat; stir the cooked vegetables and turkey meat into the filling until well combined.
Fit 2 pie crusts into the bottom of 2 9-inch pie dishes. Spoon half the filling into each pie crust, then top each pie with another crust. Pinch and roll the top and bottom crusts together at the edge of each pie to seal, and cut several small slits into the top of the pies with a sharp knife to release steam.
Bake in the preheated oven until the crusts are golden brown and the filling is bubbly, 30 to 35 minutes. If the crusts are browning too quickly, cover the pies with aluminum foil after about 15 minutes. Cool for 10 minutes before serving.
"
"['3 pounds baby back ribs, trimmed ', 'salt and ground black pepper, to taste ', '1/2 cup water ', '1/2 onion, sliced ', '1 clove garlic, minced ', '1 (18 ounce) bottle barbeque sauce ', '']","Season ribs with salt and pepper.
Pour water into slow cooker. Layer the ribs into the slow cooker. Top the ribs with onion and garlic.
Cook on High for 4 hours (or Low for 8 hours).
Preheat oven to 375 degrees F (190 degrees ).
Transfer ribs to a baking sheet. Discard onion and garlic. Coat ribs with barbeque sauce.
Bake in preheated oven until the sauce caramelizes and sticks to the meat, 10 to 15 minutes.
"
"['1 cup shortening ', '3/4 cup packed brown sugar ', '3/4 cup white sugar ', '2 eggs ', '1 1/2 cups all-purpose flour ', '1 teaspoon baking soda ', '1 teaspoon salt ', '2 cups rolled oats ', '2 cups semisweet chocolate chips ', '']","Preheat oven to 350 degrees F (180 degrees ).
In a large bowl cream shortening, brown sugar and granulated sugar. Add eggs and mix thoroughly.
Combine the baking soda, salt and flour and stir into creamed mixture
Add oatmeal and chocolate chips and stir until well blended.
Drop by teaspoonfuls onto greased cookie sheet. Bake for 15 minutes.
"
"['2 cups water ', '2 cups uncooked instant rice ', '2 (10 ounce) cans chunk chicken, drained ', '1 (10.75 ounce) can condensed cream of mushroom soup ', '1 (10.75 ounce) can condensed cream of chicken soup ', '1/4 cup butter ', '1 cup milk ', '1 (16 ounce) package frozen chopped broccoli ', '1 small white onion, chopped ', '1 pound processed cheese food ', '']","Preheat oven to 350 degrees F (175 degrees ).
In a medium saucepan, bring the water to a boil. Mix in the instant rice, cover, and remove from heat. Let stand 5 minutes.
In a 9x13 inch baking dish, mix the prepared rice, chicken, cream of mushroom soup, cream of chicken soup, butter, milk, broccoli, onion, and processed cheese.
Bake in the preheated oven for 30 to 35 minutes, or until cheese is melted. Stir halfway through cooking to help cheese melt evenly.
"
"['1 1/2 cups all-purpose flour ', '3 1/2 teaspoons baking powder ', '1 teaspoon salt ', '1 tablespoon white sugar ', '3 tablespoons butter, melted ', '1 egg ', '1 1/4 cups milk ', 'cooking spray ', '']","Sift together flour, baking powder, salt, and sugar in a large bowl.
Whisk in melted butter, egg, and milk until combined. Let batter rest for 5 minutes.
Preheat a large skillet over medium-high heat. Spray with cooking spray. Pour batter into the hot skillet, about 1/4 cup of batter for each pancake. Cook for 2 to 3 minutes, until bubbles appear on the sides and center of each pancake. Flip and cook until golden, about 1 to 2 minutes.
"
"['1 (10 pound) fully-cooked, bone-in ham ', '1 1/4 cups packed dark brown sugar ', '1/3 cup pineapple juice ', '1/3 cup honey ', '1/3 large orange, juiced and zested ', '2 tablespoons Dijon mustard ', '1/4 teaspoon ground cloves ', '']","Preheat oven to 325 degrees F (165 degrees ). Place ham in a roasting pan.
In a small saucepan, combine brown sugar, pineapple juice, honey, orange juice, orange zest, Dijon mustard, and ground cloves. Bring to a boil, reduce heat, and simmer for 5 to 10 minutes. Set aside.
Bake ham in preheated oven uncovered for 2 hours. Remove ham from oven, and brush with glaze. Bake for an additional 30 to 45 minutes, brushing ham with glaze every 10 minutes.
"
"['2 1/2 cups all-purpose flour ', '1 pinch salt ', '2 eggs, beaten ', '1/2 cup milk ', '1 tablespoon butter ', '']","In a large bowl, stir together the flour and salt. Add the beaten egg, milk, and butter. Knead dough until smooth, about 5 minutes. Let rest in a covered bowl for 10 minutes.
On a floured surface, roll out to 1/8 or 1/4 inch thickness. Cut into desired lengths and shapes.
Allow to air dry before cooking.
To cook fresh pasta, in a large pot with boiling salted water cook until al dente.
"
"['1/2 cup white sugar ', '1/2 cup lemon juice ', '2 teaspoons diced onion ', '1 teaspoon Dijon-style prepared mustard ', '1/2 teaspoon salt ', '2/3 cup vegetable oil ', '1 tablespoon poppy seeds ', '1 head romaine lettuce, torn into bite-size pieces ', '4 ounces shredded Swiss cheese ', '1 cup cashews ', '1/4 cup dried cranberries ', '1 apple - peeled, cored and diced ', '1 pear - peeled, cored and sliced ', '']","In a blender or food processor, combine sugar, lemon juice, onion, mustard, and salt. Process until well blended. With machine still running, add oil in a slow, steady stream until mixture is thick and smooth. Add poppy seeds, and process just a few seconds more to mix.
In a large serving bowl, toss together the romaine lettuce, shredded Swiss cheese, cashews, dried cranberries, apple, and pear. Pour dressing over salad just before serving, and toss to coat.
"
"['1 cup butter, softened ', '1 cup white sugar ', '1 cup packed brown sugar ', '2 eggs ', '1 teaspoon vanilla extract ', '2 cups all-purpose flour ', '2 1/2 cups rolled oats ', '1/2 teaspoon salt ', '1 teaspoon baking powder ', '1 teaspoon baking soda ', '2 cups semisweet chocolate chips ', '4 ounces milk chocolate, grated ', '1 1/2 cups chopped walnuts ', '']","Preheat oven to 375 degrees F (190 degrees ). Measure oats into a blender or food processor, and then blend to a fine powder. Set aside.
In a large bowl, cream together butter and sugars. Beat in the eggs one at a time, then stir in the vanilla. In a separate bowl, mix together flour, oats, salt, baking powder, and baking soda. Stir dry ingredients into creamed butter and sugar. Add chocolate chips, grated chocolate, and nuts.
Drop by rounded teaspoons onto ungreased cookie sheets. Bake for 6 to 8 minutes in the preheated oven.
"
"['2 tablespoons all-purpose flour ', '2 tablespoons cornstarch ', '1/4 teaspoon baking soda ', '1/4 teaspoon baking powder ', '2 tablespoons low-sodium soy sauce ', '1 tablespoon dry sherry ', '2 tablespoons water ', '1 teaspoon vegetable oil ', '1 dash sesame oil ', '1 pound skinless, boneless chicken breast meat - cubed ', '1 cup chicken broth ', '1 cup white sugar ', '2 tablespoons distilled white vinegar ', '2 tablespoons dark soy sauce ', '2 tablespoons sesame oil ', '1 teaspoon chile paste ', '1 clove garlic, minced ', '1/4 cup cornstarch ', '1/2 cup water ', '1 quart olive oil for frying ', '2 tablespoons toasted sesame seeds ', '']","Sift flour, 2 tablespoons cornstarch, baking soda, and baking powder into a bowl. Pour in low-sodium soy sauce, sherry, 2 tablespoons water, vegetable oil, and a dash of sesame oil; stir until smooth. Stir in chicken until coated with the batter, then cover, and refrigerate for 20 minutes.
Meanwhile, bring chicken broth, sugar, vinegar, dark soy sauce, sesame oil, chile paste, and garlic to a boil in a saucepan over high heat. Dissolve 1/4 cup cornstarch into 1/2 cup of water, and stir into boiling sauce. Simmer until the sauce thickens and turns clear, about 2 minutes. Reduce heat to low, and keep sauce warm.
Heat olive oil in a deep fryer or large saucepan to a temperature of 375 degrees F (190 degrees ).
Drop in the battered chicken pieces, a few at a time, and fry until they turn golden brown and float to the top of the oil, 3 to 4 minutes. Drain on a paper towel lined plate. To serve, place fried chicken pieces onto a serving platter, and pour the hot sauce overtop. Sprinkle with toasted sesame seeds to garnish.
"
"['1/4 cup olive oil ', '1/4 cup lemon juice ', '3 tablespoons chopped fresh parsley ', '1 tablespoon minced garlic ', 'ground black pepper to taste ', 'crushed red pepper flakes to taste (optional) ', '1 1/2 pounds medium shrimp, peeled and deveined ', '']","In a large, non-reactive bowl, stir together the olive oil, lemon juice, parsley, garlic, and black pepper. Season with crushed red pepper, if desired. Add shrimp, and toss to coat. Marinate in the refrigerator for 30 minutes.
Preheat grill for high heat. Thread shrimp onto skewers, piercing once near the tail and once near the head. Discard any remaining marinade.
Lightly oil grill grate. Grill for 2 to 3 minutes per side, or until opaque.
"
"['6 eggs ', '10 red potatoes ', '1 cup mayonnaise ', '1/2 cup ranch dressing ', '1/3 cup dill pickle relish ', '2 tablespoons prepared yellow mustard ', '1 1/2 teaspoons salt ', '1/4 teaspoon ground black pepper ', '1/8 teaspoon paprika ', '1/8 teaspoon celery seed ', '1 onion, chopped ', '1/4 cup pepperoncini (optional) ', '1/4 cup sliced black olives (optional) ', '']","Place the eggs into a saucepan in a single layer and fill with water to cover the eggs by 1 inch. Cover the saucepan and bring the water to a boil over high heat. Remove from the heat and let the eggs stand in the hot water for 15 minutes. Pour out the hot water; cool the eggs under cold running water in the sink. Peel and chop the cooled eggs.
Place the potatoes into a large pot and cover with water. Bring to a boil over high heat, then reduce heat to medium-low, cover, and simmer until tender, 15 to 20 minutes. Drain and refrigerate until cold. Peel and cube once cold.
Stir together the mayonnaise, ranch dressing, relish, mustard, salt, pepper, paprika, and celery seed in a mixing bowl. Add the eggs, potatoes, onion, pepperoncini, and olives; stir until evenly mixed. Cover and refrigerate at least 2 hours before serving.
"
"['2 medium zucchini, cut into 1/4-inch slices ', '1/2 cup seasoned dry bread crumbs ', '1/8 teaspoon ground black pepper ', '2 tablespoons grated Parmesan cheese ', '2 egg whites ', '']","Preheat the oven to 475 degrees F (245 degrees ).
In one small bowl, stir together the bread crumbs, pepper and Parmesan cheese. Place the egg whites in a separate bowl. Dip zucchini slices into the egg whites, then coat the breadcrumb mixture. Place on a greased baking sheet.
Bake for 5 minutes in the preheated oven, then turn over and bake for another 5 to 10 minutes, until browned and crispy.
"
"['4 skinless, boneless chicken breasts ', 'cooking spray ', '1 clove garlic, minced ', '1 pinch salt ', '1 pinch ground black pepper ', '1 pinch ground cumin ', '1 cup salsa ', '1 cup shredded Cheddar cheese ', '']","Preheat oven to 375 degrees F (190 degrees ).
Heat a greased skillet to medium. Rub chicken pieces with garlic, salt, pepper and cumin to taste; place in hot skillet. Cook until brown on both sides and no longer pink, 10 to 15 minutes.
Transfer chicken to 9x13-inch baking dish or casserole dish, top with salsa and cheese, and bake in preheated oven until cheese is bubbly and starts to brown, 15 to 20 minutes.
"
"['1 tablespoon olive oil ', '1 large onion, chopped ', '1 stalk celery, chopped ', '2 carrots, chopped ', '4 cloves garlic, chopped ', '2 tablespoons chili powder ', '1 tablespoon ground cumin ', '1 pinch black pepper ', '4 cups vegetable broth ', '4 (15 ounce) cans black beans ', '1 (15 ounce) can whole kernel corn ', '1 (14.5 ounce) can crushed tomatoes ', '']","Heat oil in a large pot over medium-high heat. Saute onion, celery, carrots and garlic for 5 minutes. Season with chili powder, cumin, and black pepper; cook for 1 minute. Stir in vegetable broth, 2 cans of beans, and corn. Bring to a boil.
Meanwhile, in a food processor or blender, process remaining 2 cans beans and tomatoes until smooth. Stir into boiling soup mixture, reduce heat to medium, and simmer for 15 minutes.
"
